age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,survey_year,age_group,self_employed_encoded,tech_company_encoded,has_benefits,has_care_options,has_wellness_program,support_score,treatment_encoded
28.0,Male,United Kingdom,No,Yes,yes,Sometimes,More Than 1000,Yes,don't know,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,1
27.0,Female,United States,No,Yes,yes,Sometimes,26-100,Yes,yes,no,no,No,Don'T Know,Very easy,2014,25-34,0,1,1,0,0,1,1
34.0,Female,United States,No,No,yes,Sometimes,500-1000,No,yes,yes,yes,Yes,Yes,Somewhat easy,2014,25-34,0,0,1,1,1,3,1
41.0,Male,United States,No,No,yes,Often,6-25,Yes,no,not sure,no,No,Don'T Know,Very difficult,2014,35-44,0,1,0,0,0,0,1
37.0,Male,Ireland,No,No,no,Sometimes,1-5,Yes,no,yes,no,No,Don'T Know,Very difficult,2014,35-44,0,1,0,1,0,1,0
34.0,Male,Austria,No,Yes,no,Unknown,100-500,Yes,don't know,no,don't know,Don'T Know,Don'T Know,Very easy,2014,25-34,0,1,0,0,0,0,0
32.0,Male,United Kingdom,No,Yes,yes,Sometimes,100-500,Yes,don't know,not sure,no,No,Don'T Know,Somewhat difficult,2014,25-34,0,1,0,0,0,0,1
21.0,Male,Canada,No,No,yes,Sometimes,6-25,Yes,no,yes,no,No,Don'T Know,Somewhat difficult,2014,18-24,0,1,0,1,0,1,1
30.0,Male,United States,No,No,yes,Often,26-100,Yes,no,yes,no,No,Yes,Somewhat easy,2014,25-34,0,1,0,1,0,1,1
24.0,Male,United States,No,No,no,Never,26-100,Yes,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
26.0,Male,Bulgaria,No,No,no,Unknown,100-500,Yes,no,no,no,No,No,Very easy,2014,25-34,0,1,0,0,0,0,0
40.0,Female,United States,No,No,no,Unknown,26-100,Yes,yes,yes,yes,Yes,Yes,Somewhat easy,2014,35-44,0,1,1,1,1,3,0
37.0,Male,United Kingdom,No,Yes,no,Sometimes,26-100,No,no,no,no,No,Don'T Know,Don't know,2014,35-44,0,0,0,0,0,0,0
26.0,Male,United Kingdom,Yes,No,yes,Often,1-5,Yes,no,no,no,No,Don'T Know,Don't know,2014,25-34,1,1,0,0,0,0,1
32.0,Female,United States,No,Yes,yes,Sometimes,6-25,Yes,don't know,no,no,No,No,Don't know,2014,25-34,0,1,0,0,0,0,1
32.0,Female,United States,No,No,yes,Sometimes,100-500,No,yes,yes,don't know,Don'T Know,Yes,Very easy,2014,25-34,0,0,1,1,0,2,1
27.0,Female,United States,Yes,Yes,yes,Sometimes,1-5,Yes,no,no,don't know,Don'T Know,Don'T Know,Very difficult,2014,25-34,1,1,0,0,0,0,1
30.0,Male,Germany,Yes,No,yes,Often,6-25,Yes,yes,yes,no,No,Yes,Very difficult,2014,25-34,1,1,1,1,0,2,1
31.0,Male,Canada,Yes,No,no,Unknown,6-25,Yes,yes,yes,no,Don'T Know,Yes,Very easy,2014,25-34,1,1,1,1,0,2,0
29.0,Female,United States,No,No,yes,Never,500-1000,No,yes,no,no,Don'T Know,Don'T Know,Somewhat difficult,2014,25-34,0,0,1,0,0,1,1
41.0,Male,United States,No,No,no,Unknown,26-100,Yes,yes,not sure,no,No,Don'T Know,Very easy,2014,35-44,0,1,1,0,0,1,0
34.0,Female,United States,No,No,no,Unknown,6-25,Yes,yes,no,no,No,Don'T Know,Somewhat easy,2014,25-34,0,1,1,0,0,1,0
33.0,Male,United Kingdom,No,No,no,Unknown,26-100,Yes,don't know,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,0
28.0,Male,United States,No,No,no,Rarely,6-25,Yes,don't know,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,0
28.0,Male,United States,No,No,yes,Sometimes,More Than 1000,Yes,no,yes,no,No,Yes,Very difficult,2014,25-34,0,1,0,1,0,1,1
23.0,Male,United States,No,No,no,Never,26-100,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
24.0,Male,United States,No,No,no,Unknown,1-5,Yes,don't know,no,don't know,No,Yes,Very easy,2014,18-24,0,1,0,0,0,0,0
32.0,Male,United States,No,No,no,Rarely,1-5,Yes,no,yes,no,No,Don'T Know,Very difficult,2014,25-34,0,1,0,1,0,1,0
34.0,Male,Australia,Yes,No,no,Sometimes,1-5,Yes,don't know,not sure,yes,Yes,Don'T Know,Somewhat difficult,2014,25-34,1,1,0,0,1,1,0
24.0,Male,United States,No,No,no,Never,6-25,Yes,yes,not sure,no,Don'T Know,Don'T Know,Very easy,2014,18-24,0,1,1,0,0,1,0
26.0,Male,United Kingdom,Yes,No,yes,Sometimes,1-5,Yes,no,yes,no,No,Don'T Know,Don't know,2014,25-34,1,1,0,1,0,1,1
36.0,Male,United States,No,No,yes,Sometimes,26-100,Yes,yes,no,no,Yes,Don'T Know,Don't know,2014,35-44,0,1,1,0,0,1,1
41.0,Male,United States,No,No,yes,Rarely,500-1000,Yes,yes,yes,no,Don'T Know,Don'T Know,Don't know,2014,35-44,0,1,1,1,0,2,1
38.0,Male,United Kingdom,No,No,yes,Sometimes,More Than 1000,No,don't know,not sure,don't know,Don'T Know,Don'T Know,Very difficult,2014,35-44,0,0,0,0,0,0,1
38.0,Male,United States,No,No,no,Sometimes,26-100,Yes,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,35-44,0,1,0,0,0,0,0
30.0,Male,Netherlands,No,No,no,Unknown,26-100,Yes,don't know,no,don't know,Don'T Know,Yes,Somewhat easy,2014,25-34,0,1,0,0,0,0,0
25.0,Male,United Kingdom,No,No,no,Never,26-100,Yes,no,no,no,No,Don'T Know,Somewhat difficult,2014,25-34,0,1,0,0,0,0,0
37.0,Male,Canada,No,Yes,yes,Often,26-100,Yes,yes,yes,no,Don'T Know,Don'T Know,Don't know,2014,35-44,0,1,1,1,0,2,1
34.0,Male,United Kingdom,No,Yes,no,Unknown,6-25,Yes,no,no,no,No,Yes,Somewhat difficult,2014,25-34,0,1,0,0,0,0,0
37.0,Female,United States,No,Yes,yes,Sometimes,More Than 1000,No,yes,yes,yes,Yes,Yes,Somewhat easy,2014,35-44,0,0,1,1,1,3,1
28.0,Female,Canada,No,Yes,yes,Sometimes,6-25,No,yes,yes,yes,Yes,Yes,Don't know,2014,25-34,0,0,1,1,1,3,1
22.0,Male,Sweden,No,No,no,Unknown,6-25,Yes,don't know,no,no,No,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
34.0,Male,United States,No,Yes,yes,Sometimes,1-5,Yes,no,no,no,No,Don'T Know,Somewhat difficult,2014,25-34,0,1,0,0,0,0,1
33.0,Male,United States,No,Yes,yes,Sometimes,26-100,Yes,yes,yes,yes,Yes,Yes,Somewhat easy,2014,25-34,0,1,1,1,1,3,1
25.0,Male,South Africa,No,No,no,Unknown,6-25,Yes,no,no,no,No,Yes,Somewhat difficult,2014,25-34,0,1,0,0,0,0,0
27.0,Male,United States,No,No,no,Never,More Than 1000,Yes,yes,yes,don't know,Don'T Know,Yes,Somewhat easy,2014,25-34,0,1,1,1,0,2,0
40.0,Male,United States,No,No,yes,Sometimes,More Than 1000,Yes,yes,yes,yes,Yes,Yes,Don't know,2014,35-44,0,1,1,1,1,3,1
21.0,Male,United States,No,No,yes,Often,6-25,No,don't know,no,no,Don'T Know,Don'T Know,Don't know,2014,18-24,0,0,0,0,0,0,1
29.0,Male,United Kingdom,No,No,no,Unknown,6-25,No,no,no,no,No,Yes,Very easy,2014,25-34,0,0,0,0,0,0,0
32.0,Male,United States,No,Yes,yes,Sometimes,1-5,Yes,no,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,1
29.0,Female,United States,No,Yes,yes,Rarely,500-1000,No,yes,yes,yes,Don'T Know,Yes,Don't know,2014,25-34,0,0,1,1,1,3,1
23.0,Male,United States,No,Yes,yes,Sometimes,26-100,No,don't know,no,no,Don'T Know,Yes,Somewhat easy,2014,18-24,0,0,0,0,0,0,1
28.0,Male,United States,No,Yes,no,Unknown,100-500,Yes,yes,no,no,Don'T Know,Yes,Somewhat easy,2014,25-34,0,1,1,0,0,1,0
31.0,Male,United States,No,Yes,yes,Rarely,100-500,Yes,yes,yes,yes,Don'T Know,Yes,Very easy,2014,25-34,0,1,1,1,1,3,1
27.0,Male,United Kingdom,No,No,no,Unknown,100-500,No,don't know,not sure,don't know,Don'T Know,No,Very easy,2014,25-34,0,0,0,0,0,0,0
24.0,Male,United States,No,No,no,Sometimes,6-25,Yes,don't know,no,don't know,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
29.0,Male,Canada,No,No,no,Often,6-25,Yes,no,no,no,No,Don'T Know,Somewhat difficult,2014,25-34,0,1,0,0,0,0,0
23.0,Female,United Kingdom,No,No,yes,Sometimes,6-25,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,1
42.0,Male,United States,No,No,no,Never,6-25,Yes,no,yes,no,Yes,Don'T Know,Somewhat easy,2014,35-44,0,1,0,1,0,1,0
24.0,Male,United Kingdom,No,No,no,Unknown,1-5,Yes,no,no,no,No,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
25.0,Male,Australia,No,Yes,yes,Often,6-25,Yes,no,yes,no,No,No,Very difficult,2014,25-34,0,1,0,1,0,1,1
27.0,Female,United States,No,No,yes,Rarely,6-25,Yes,yes,no,no,No,Yes,Don't know,2014,25-34,0,1,1,0,0,1,1
27.0,Male,Canada,No,No,no,Sometimes,6-25,Yes,no,yes,no,No,No,Very difficult,2014,25-34,0,1,0,1,0,1,0
30.0,Male,United States,No,No,yes,Sometimes,100-500,Yes,yes,yes,no,Yes,Yes,Don't know,2014,25-34,0,1,1,1,0,2,1
29.0,Male,Poland,No,Yes,yes,Rarely,6-25,Yes,no,yes,no,No,Yes,Very difficult,2014,25-34,0,1,0,1,0,1,1
43.0,Male,Canada,Yes,No,no,Unknown,6-25,Yes,no,not sure,no,No,Don'T Know,Somewhat easy,2014,35-44,1,1,0,0,0,0,0
32.0,Male,United States,No,No,no,Unknown,6-25,Yes,no,yes,no,Don'T Know,Don'T Know,Very easy,2014,25-34,0,1,0,1,0,1,0
41.0,Male,United States,No,No,yes,Sometimes,26-100,Yes,yes,yes,don't know,No,Don'T Know,Very easy,2014,35-44,0,1,1,1,0,2,1
32.0,Male,United Kingdom,Yes,Yes,yes,Sometimes,1-5,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Very easy,2014,25-34,1,1,0,0,0,0,1
37.0,Female,United States,No,Yes,yes,Often,26-100,Yes,yes,yes,no,No,Yes,Don't know,2014,35-44,0,1,1,1,0,2,1
32.0,Male,United States,No,No,no,Never,6-25,Yes,no,no,no,No,Don'T Know,Very easy,2014,25-34,0,1,0,0,0,0,0
30.0,Male,Ireland,Yes,No,no,Sometimes,1-5,Yes,no,no,no,No,Don'T Know,Somewhat difficult,2014,25-34,1,1,0,0,0,0,0
23.0,Female,United States,No,Yes,yes,Never,100-500,No,yes,no,don't know,Don'T Know,Yes,Don't know,2014,18-24,0,0,1,0,0,1,1
30.0,Male,United States,No,No,no,Unknown,More Than 1000,Yes,yes,yes,yes,Yes,Yes,Very easy,2014,25-34,0,1,1,1,1,3,0
34.0,Male,United Kingdom,No,No,no,Sometimes,26-100,Yes,no,yes,no,No,Don'T Know,Somewhat easy,2014,25-34,0,1,0,1,0,1,0
38.0,Male,United States,No,No,yes,Rarely,26-100,Yes,yes,no,no,No,Don'T Know,Don't know,2014,35-44,0,1,1,0,0,1,1
33.0,Male,Canada,No,No,no,Unknown,100-500,Yes,yes,no,yes,Yes,Yes,Don't know,2014,25-34,0,1,1,0,1,2,0
34.0,Male,United States,No,No,no,Unknown,26-100,No,yes,no,no,No,Don'T Know,Don't know,2014,25-34,0,0,1,0,0,1,0
28.0,Male,Colombia,No,No,no,Sometimes,6-25,Yes,no,yes,no,No,Don'T Know,Somewhat easy,2014,25-34,0,1,0,1,0,1,0
28.0,Male,United States,No,No,yes,Rarely,100-500,No,yes,yes,yes,Don'T Know,Don'T Know,Very easy,2014,25-34,0,0,1,1,1,3,1
23.0,Male,United States,No,Yes,no,Sometimes,100-500,Yes,don't know,no,no,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
22.0,Male,Australia,Yes,Yes,yes,Sometimes,6-25,Yes,don't know,not sure,yes,Yes,Don'T Know,Somewhat easy,2014,18-24,1,1,0,0,1,1,1
27.0,Male,Portugal,No,No,no,Never,6-25,Yes,no,no,no,No,Yes,Don't know,2014,25-34,0,1,0,0,0,0,0
18.0,Male,United States,No,No,yes,Sometimes,6-25,Yes,don't know,no,no,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,1
35.0,Male,United States,No,Yes,yes,Sometimes,26-100,Yes,yes,yes,no,No,Yes,Somewhat difficult,2014,35-44,0,1,1,1,0,2,1
25.0,Male,Canada,No,No,no,Unknown,100-500,No,don't know,not sure,no,No,Don'T Know,Don't know,2014,25-34,0,0,0,0,0,0,0
27.0,Male,United Kingdom,No,Yes,yes,Sometimes,6-25,Yes,no,no,no,No,Yes,Somewhat easy,2014,25-34,0,1,0,0,0,0,1
26.0,Female,United States,No,Yes,yes,Rarely,More Than 1000,Yes,yes,not sure,don't know,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,1
18.0,Male,United States,No,No,no,Never,26-100,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Very easy,2014,18-24,0,1,0,0,0,0,0
38.0,Female,United States,No,No,yes,Sometimes,1-5,Yes,no,yes,no,No,Don'T Know,Don't know,2014,35-44,0,1,0,1,0,1,1
26.0,Female,United States,No,Yes,yes,Rarely,More Than 1000,Yes,yes,yes,yes,Don'T Know,Don'T Know,Somewhat easy,2014,25-34,0,1,1,1,1,3,1
30.0,Male,Switzerland,Yes,No,no,Never,1-5,Yes,no,no,no,No,No,Somewhat easy,2014,25-34,1,1,0,0,0,0,0
35.0,Male,United States,No,No,no,Never,More Than 1000,Yes,don't know,no,no,Don'T Know,Don'T Know,Don't know,2014,35-44,0,1,0,0,0,0,0
45.0,Male,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,yes,don't know,Don'T Know,Yes,Don't know,2014,45-54,0,1,1,1,0,2,1
32.0,Male,United States,No,No,no,Never,More Than 1000,Yes,yes,no,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,0
56.0,Male,United States,No,No,yes,Never,More Than 1000,Yes,yes,not sure,don't know,Don'T Know,Don'T Know,Don't know,2014,55-64,0,1,1,0,0,1,1
24.0,Female,United States,No,No,no,Unknown,500-1000,Yes,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
30.0,Female,United States,No,Yes,yes,Sometimes,26-100,Yes,yes,yes,yes,Don'T Know,Don'T Know,Very easy,2014,25-34,0,1,1,1,1,3,1
60.0,Male,United States,No,No,no,Unknown,More Than 1000,Yes,yes,no,don't know,Yes,Don'T Know,Don't know,2014,55-64,0,1,1,0,0,1,0
33.0,Male,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,no,yes,Yes,Don'T Know,Don't know,2014,25-34,0,1,1,0,1,2,1
37.0,Male,United States,No,No,no,Never,More Than 1000,Yes,yes,yes,yes,Yes,Don'T Know,Don't know,2014,35-44,0,1,1,1,1,3,0
23.0,Female,United States,No,No,yes,Sometimes,More Than 1000,Yes,yes,yes,yes,Yes,Don'T Know,Don't know,2014,18-24,0,1,1,1,1,3,1
31.0,Female,United States,No,No,yes,Sometimes,More Than 1000,Yes,yes,not sure,don't know,Don'T Know,Yes,Somewhat easy,2014,25-34,0,1,1,0,0,1,1
26.0,Male,United States,No,No,no,Rarely,100-500,Yes,yes,not sure,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,0
28.0,Female,United States,No,Yes,yes,Often,100-500,No,yes,yes,yes,Yes,Yes,Somewhat easy,2014,25-34,0,0,1,1,1,3,1
37.0,Female,United States,No,No,yes,Rarely,More Than 1000,Yes,yes,yes,don't know,Yes,Don'T Know,Somewhat easy,2014,35-44,0,1,1,1,0,2,1
26.0,Male,Canada,No,Yes,yes,Often,6-25,Yes,yes,no,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,1
30.0,Other,United States,No,Yes,yes,Rarely,26-100,Yes,yes,not sure,no,No,Don'T Know,Somewhat easy,2014,25-34,0,1,1,0,0,1,1
26.0,Male,United States,No,No,no,Unknown,26-100,Yes,no,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,0
25.0,Male,United States,No,No,no,Unknown,26-100,Yes,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,0
27.0,Male,United States,No,No,no,Sometimes,100-500,Yes,yes,not sure,yes,Yes,Don'T Know,Don't know,2014,25-34,0,1,1,0,1,2,0
25.0,Male,Canada,No,No,yes,Often,6-25,No,don't know,no,no,Don'T Know,Don'T Know,Somewhat difficult,2014,25-34,0,0,0,0,0,0,1
35.0,Male,United States,No,No,yes,Rarely,100-500,Yes,yes,not sure,don't know,Yes,Don'T Know,Don't know,2014,35-44,0,1,1,0,0,1,1
36.0,Male,United States,Yes,No,yes,Never,1-5,Yes,no,yes,no,No,Don'T Know,Somewhat easy,2014,35-44,1,1,0,1,0,1,1
26.0,Male,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,not sure,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,1
27.0,Male,United States,No,Yes,no,Unknown,More Than 1000,Yes,don't know,no,don't know,Don'T Know,Don'T Know,Very easy,2014,25-34,0,1,0,0,0,0,0
30.0,Male,United States,No,No,no,Unknown,6-25,No,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,0,0,0,0,0,0
29.0,Male,United States,No,No,no,Unknown,100-500,No,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,0,0,0,0,0,0
25.0,Male,United States,No,No,no,Never,More Than 1000,No,yes,yes,yes,Yes,Yes,Very easy,2014,25-34,0,0,1,1,1,3,0
22.0,Female,United States,No,Yes,yes,Often,More Than 1000,Yes,yes,yes,yes,Yes,Yes,Somewhat easy,2014,18-24,0,1,1,1,1,3,1
29.0,Male,Latvia,No,No,no,Unknown,26-100,Yes,no,yes,no,No,Don'T Know,Somewhat easy,2014,25-34,0,1,0,1,0,1,0
41.0,Male,United States,No,Yes,yes,Rarely,100-500,Yes,yes,yes,don't know,Yes,Yes,Somewhat easy,2014,35-44,0,1,1,1,0,2,1
29.0,Male,United States,No,No,yes,Sometimes,More Than 1000,Yes,yes,no,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,1
32.0,Male,United States,No,No,no,Never,500-1000,Yes,yes,not sure,don't know,Yes,Yes,Somewhat easy,2014,25-34,0,1,1,0,0,1,0
24.0,Female,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,yes,no,Yes,Yes,Don't know,2014,18-24,0,1,1,1,0,2,1
25.0,Male,United States,No,No,yes,Rarely,6-25,Yes,yes,no,don't know,No,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,1
25.0,Male,United States,No,No,no,Unknown,More Than 1000,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,0
30.0,Female,United States,No,No,no,Never,More Than 1000,Yes,yes,yes,yes,Yes,Yes,Somewhat easy,2014,25-34,0,1,1,1,1,3,0
25.0,Male,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,don't know,not sure,don't know,Yes,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,1
30.0,Male,United States,Yes,No,no,Never,1-5,Yes,no,yes,no,No,Don'T Know,Don't know,2014,25-34,1,1,0,1,0,1,0
33.0,Male,Germany,Yes,Yes,yes,Rarely,1-5,No,no,no,no,No,Don'T Know,Somewhat difficult,2014,25-34,1,0,0,0,0,0,1
24.0,Male,United States,No,No,no,Unknown,26-100,Yes,yes,not sure,yes,Yes,Yes,Very easy,2014,18-24,0,1,1,0,1,2,0
25.0,Male,Canada,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,yes,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,1,0,2,1
31.0,Male,United States,No,No,no,Unknown,100-500,No,don't know,no,no,No,Yes,Somewhat easy,2014,25-34,0,0,0,0,0,0,0
45.0,Male,Ireland,Yes,No,yes,Often,1-5,Yes,no,no,no,No,Don'T Know,Very difficult,2014,45-54,1,1,0,0,0,0,1
29.0,Male,Romania,No,No,no,Unknown,6-25,No,no,yes,no,No,Don'T Know,Don't know,2014,25-34,0,0,0,1,0,1,0
46.0,Male,United States,No,No,no,Never,26-100,Yes,yes,not sure,yes,Don'T Know,Don'T Know,Very easy,2014,45-54,0,1,1,0,1,2,0
30.0,Male,United Kingdom,No,No,yes,Sometimes,26-100,Yes,don't know,no,no,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,1
29.0,Female,United States,Yes,No,no,Sometimes,More Than 1000,Yes,yes,not sure,don't know,No,Don'T Know,Very easy,2014,25-34,1,1,1,0,0,1,0
24.0,Male,United States,No,No,no,Unknown,More Than 1000,Yes,yes,yes,don't know,Don'T Know,Yes,Don't know,2014,18-24,0,1,1,1,0,2,0
29.0,Male,United States,No,No,no,Unknown,26-100,Yes,yes,yes,yes,Yes,Yes,Very easy,2014,25-34,0,1,1,1,1,3,0
35.0,Male,United States,No,No,no,Unknown,26-100,No,don't know,not sure,no,Don'T Know,Don'T Know,Don't know,2014,35-44,0,0,0,0,0,0,0
33.0,Female,United States,No,Yes,no,Sometimes,26-100,Yes,no,yes,no,No,Don'T Know,Very difficult,2014,25-34,0,1,0,1,0,1,0
27.0,Male,United States,No,No,no,Sometimes,More Than 1000,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Very easy,2014,25-34,0,1,0,0,0,0,0
36.0,Male,United States,No,No,no,Unknown,More Than 1000,Yes,don't know,not sure,don't know,Don'T Know,Don'T Know,Don't know,2014,35-44,0,1,0,0,0,0,0
33.0,Male,United Kingdom,No,No,no,Rarely,1-5,Yes,don't know,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,0
25.0,Female,United States,No,Yes,yes,Sometimes,26-100,Yes,yes,yes,no,No,Yes,Don't know,2014,25-34,0,1,1,1,0,2,1
23.0,Male,United States,No,Yes,yes,Sometimes,100-500,No,don't know,no,no,No,Don'T Know,Don't know,2014,18-24,0,0,0,0,0,0,1
54.0,Male,United States,No,Yes,yes,Never,More Than 1000,Yes,don't know,no,yes,Yes,Don'T Know,Don't know,2014,45-54,0,1,0,0,1,1,1
22.0,Male,United States,No,No,no,Sometimes,More Than 1000,Yes,don't know,no,don't know,Don'T Know,Don'T Know,Don't know,2014,18-24,0,1,0,0,0,0,0
25.0,Other,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,yes,don't know,Don'T Know,Don'T Know,Don't know,2014,25-34,0,1,1,1,0,2,1
29.0,Male,Belgium,No,No,no,Often,6-25,No,don't know,no,no,No,Don'T Know,Don't know,2014,25-34,0,0,0,0,0,0,0
27.0,Male,United States,No,No,yes,Sometimes,More Than 1000,Yes,yes,yes,yes,Yes,Yes,Don't know,2014,25-34,0,1,1,1,1,3,1
30.0,Male,United Kingdom,No,No,no,Never,6-25,Yes,no,no,no,Don'T Know,Don'T Know,Very easy,2014,25-34,0,1,0,0,0,0,0
26.0,Male,United States,No,Yes,yes,Often,More Than 1000,Yes,yes,not sure,don't know,Yes,Don'T Know,Don't know,2014,25-34,0,1,1,0,0,1,1
25.0,Female,Sweden,No,Yes,no,Sometimes,6-25,Yes,yes,yes,yes,No,Don'T Know,Somewhat easy,2014,25-34,0,1,1,1,1,3,0
31.0,Male,United States,No,No,yes,Sometimes,500-1000,No,no,yes,no,Don'T Know,Yes,Don't know,2014,25-34,0,0,0,1,0,1,1
33.0,Male,United States,No,Yes,yes,Sometimes,26-100,Yes,don't know,not sure,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,1
34.0,Male,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,yes,yes,don't know,Yes,Yes,Don't know,2014,25-34,0,1,1,1,0,2,1
34.0,Male,United States,No,No,yes,Sometimes,100-500,Yes,no,no,no,No,Don'T Know,Somewhat easy,2014,25-34,0,1,0,0,0,0,1
29.0,Male,United States,Yes,No,no,Unknown,1-5,Yes,no,yes,no,No,Yes,Very easy,2014,25-34,1,1,0,1,0,1,0
33.0,Female,United States,No,No,no,Unknown,6-25,Yes,no,no,no,No,Don'T Know,Somewhat difficult,2014,25-34,0,1,0,0,0,0,0
34.0,Male,Germany,Yes,Yes,yes,Rarely,26-100,Yes,no,no,no,Don'T Know,Don'T Know,Somewhat difficult,2014,25-34,1,1,0,0,0,0,1
26.0,Male,United States,Yes,Yes,yes,Rarely,100-500,No,no,no,no,Don'T Know,No,Don't know,2014,25-34,1,0,0,0,0,0,1
32.0,Male,United States,No,Yes,yes,Rarely,More Than 1000,No,yes,yes,yes,Yes,Yes,Don't know,2014,25-34,0,0,1,1,1,3,1
28.0,Male,United States,No,Yes,yes,Sometimes,More Than 1000,Yes,don't know,not sure,no,Don'T Know,Don'T Know,Somewhat difficult,2014,25-34,0,1,0,0,0,0,1
35.0,Male,United States,No,Yes,no,Unknown,More Than 1000,Yes,yes,no,yes,Yes,Yes,Very easy,2014,35-44,0,1,1,0,1,2,0
36.0,Male,United States,No,Yes,yes,Often,100-500,Yes,no,yes,no,No,Yes,Very easy,2014,35-44,0,1,0,1,0,1,1
21.0,Male,United States,No,Yes,yes,Rarely,100-500,Yes,yes,no,no,Don'T Know,Yes,Don't know,2014,18-24,0,1,1,0,0,1,1
21.0,Male,United Kingdom,No,No,yes,Sometimes,6-25,No,don't know,not sure,no,No,No,Very easy,2014,18-24,0,0,0,0,0,0,1
22.0,Female,United States,No,No,no,Unknown,More Than 1000,Yes,yes,no,yes,Yes,Yes,Somewhat easy,2014,18-24,0,1,1,0,1,2,0
41.0,Male,United States,No,Yes,yes,Often,More Than 1000,Yes,yes,no,yes,Yes,Don'T Know,Somewhat difficult,2014,35-44,0,1,1,0,1,2,1
55.0,Male,United States,No,Yes,yes,Rarely,More Than 1000,Yes,yes,yes,yes,Yes,Yes,Very easy,2014,55-64,0,1,1,1,1,3,1
32.0,Female,United States,No,No,yes,Sometimes,26-100,Yes,yes,yes,yes,Yes,Yes,Somewhat easy,2014,25-34,0,1,1,1,1,3,1
21.0,Female,United States,No,Yes,yes,Rarely,26-100,Yes,don't know,not sure,don't know,No,Don'T Know,Somewhat easy,2014,18-24,0,1,0,0,0,0,1
45.0,Male,United States,No,No,yes,Never,26-100,Yes,yes,yes,don't know,Don'T Know,Don'T Know,Don't know,2014,45-54,0,1,1,1,0,2,1
27.0,Female,United States,No,No,yes,Rarely,More Than 1000,Yes,yes,yes,no,No,Yes,Don't know,2014,25-34,0,1,1,1,0,2,1
25.0,Female,United States,No,Yes,yes,Sometimes,26-100,Yes,don't know,no,no,No,Don'T Know,Don't know,2014,25-34,0,1,0,0,0,0,1
34.0,Female,United States,No,Yes,yes,Rarely,More Than 1000,No,yes,yes,yes,Yes,Yes,Very difficult,2014,25-34,0,0,1,1,1,3,1
26.0,Female,United States,No,Yes,yes,Never,More Than 1000,Yes,yes,yes,no,Yes,Yes,Don't know,2014,25-34,0,1,1,1,0,2,1
